Date,Year,Week,Accident and Emergency,ICU,Pediatric,Maternity,General,Acute Care,Orthopedic,Executive and VVIP,Admission
2014-01-07,2014,1,101,92,85,58,45,53,41,33,21
2014-01-08,2014,2,95,93,87,57,36,55,39,32,24
2014-01-09,2014,2,96,100,83,70,41,54,39,27,20
2014-01-10,2014,2,101,108,85,63,47,45,42,35,23
2014-01-11,2014,2,104,90,80,65,41,54,36,28,23
2014-01-12,2014,2,102,96,89,63,47,55,43,27,24
2014-01-13,2014,2,99,94,87,61,40,47,40,29,21
2014-01-14,2014,2,98,101,90,60,45,52,35,27,24
2014-01-15,2014,3,100,107,85,57,42,45,45,31,23
2014-01-16,2014,3,101,93,91,61,45,47,44,34,22
2014-01-17,2014,3,96,90,85,60,46,53,44,32,22
2014-01-18,2014,3,100,100,81,64,45,51,39,28,23
2014-01-19,2014,3,98,98,90,56,37,45,44,35,24
2014-01-20,2014,3,96,101,94,65,48,51,35,27,21
2014-01-21,2014,3,104,93,88,66,36,45,38,27,22
2014-01-22,2014,4,95,99,87,59,45,52,37,34,23
2014-01-23,2014,4,95,104,95,66,39,49,40,26,21
2014-01-24,2014,4,95,101,82,68,48,52,35,35,24
2014-01-25,2014,4,97,94,85,68,46,49,45,29,24
2014-01-26,2014,4,97,100,92,62,39,49,35,32,20
2014-01-27,2014,4,96,103,84,69,40,48,40,25,24
2014-01-28,2014,4,98,106,86,60,46,46,44,28,24
2014-01-29,2014,5,101,107,82,68,42,48,38,30,21
2014-01-30,2014,5,102,105,85,60,38,53,39,30,23
2014-01-31,2014,5,97,95,90,58,48,54,36,29,23
2014-02-01,2014,5,95,103,93,66,43,45,44,25,20
2014-02-02,2014,5,101,96,95,58,42,46,41,27,24
2014-02-03,2014,5,101,98,80,58,39,54,44,33,22
2014-02-04,2014,5,103,97,89,56,36,49,37,26,21
2014-02-05,2014,6,98,99,93,56,44,46,35,32,20
2014-02-06,2014,6,99,107,89,64,37,53,35,27,23
2014-02-07,2014,6,96,102,84,67,39,45,44,28,23
2014-02-08,2014,6,104,100,81,57,48,50,39,31,23
2014-02-09,2014,6,103,106,91,60,40,50,43,35,21
2014-02-10,2014,6,104,94,93,60,43,47,42,32,20
2014-02-11,2014,6,105,91,95,62,44,47,41,30,20
2014-02-12,2014,7,101,98,90,65,39,46,43,31,23
2014-02-13,2014,7,103,104,83,57,37,51,44,27,24
2014-02-14,2014,7,98,95,84,64,36,53,43,33,22
2014-02-15,2014,7,99,100,90,70,45,45,42,28,22
2014-02-16,2014,7,103,91,92,65,37,51,37,26,22
2014-02-17,2014,7,104,108,94,70,45,46,41,31,23
2014-02-18,2014,7,102,101,85,69,46,46,43,27,24
2014-02-19,2014,8,103,90,86,70,43,55,43,33,21
2014-02-20,2014,8,96,92,80,56,39,49,42,30,23
2014-02-21,2014,8,101,91,88,59,39,50,45,31,21
2014-02-22,2014,8,95,93,93,66,37,52,45,32,20
2014-02-23,2014,8,105,106,84,64,47,52,41,31,20
2014-02-24,2014,8,100,91,88,62,48,54,41,33,24
2014-02-25,2014,8,96,100,86,61,47,53,43,26,23
2014-02-26,2014,9,96,97,89,66,41,45,42,35,20
2014-02-27,2014,9,96,101,93,70,40,47,40,29,24
2014-02-28,2014,9,97,93,94,61,42,55,37,30,21
2014-03-01,2014,9,105,101,92,70,44,49,43,26,23
2014-03-02,2014,9,102,92,80,60,39,55,42,25,21
2014-03-03,2014,9,97,91,91,64,37,45,37,32,22
2014-03-04,2014,9,95,101,81,70,40,45,41,28,23
2014-03-05,2014,10,105,85,66,66,51,51,44,28,16
2014-03-06,2014,10,95,81,79,64,59,51,43,32,18
2014-03-07,2014,10,98,79,67,70,51,50,41,29,17
2014-03-08,2014,10,100,79,68,63,51,48,37,26,16
2014-03-09,2014,10,99,75,67,67,59,48,35,34,16
2014-03-10,2014,10,100,89,66,70,60,52,38,34,19
2014-03-11,2014,10,99,85,66,63,53,49,44,34,18
2014-03-12,2014,11,104,88,78,58,60,45,45,32,18
2014-03-13,2014,11,98,75,76,58,53,55,40,33,20
2014-03-14,2014,11,95,87,68,58,53,46,35,34,17
2014-03-15,2014,11,95,84,79,68,53,48,41,31,19
2014-03-16,2014,11,100,90,76,66,58,55,39,28,18
2014-03-17,2014,11,104,83,69,56,54,54,38,33,19
2014-03-18,2014,11,102,77,70,70,56,45,43,26,16
2014-03-19,2014,12,100,72,80,70,60,45,42,30,17
2014-03-20,2014,12,95,90,67,66,60,54,43,32,19
2014-03-21,2014,12,101,80,66,59,53,50,43,32,16
2014-03-22,2014,12,101,81,64,59,51,49,37,29,17
2014-03-23,2014,12,96,72,76,67,56,55,45,29,20
2014-03-24,2014,12,105,76,80,56,48,55,39,34,20
2014-03-25,2014,12,102,82,65,70,60,45,40,29,20
2014-03-26,2014,13,97,74,76,63,60,47,39,30,16
2014-03-27,2014,13,98,79,80,65,56,53,45,25,16
2014-03-28,2014,13,102,84,77,70,49,49,42,26,17
2014-03-29,2014,13,101,86,79,66,50,52,35,32,19
2014-03-30,2014,13,103,74,79,63,50,52,42,32,19
2014-03-31,2014,13,101,86,79,65,58,55,36,30,17
2014-04-01,2014,13,103,85,66,62,59,50,44,26,18
2014-04-02,2014,14,105,87,69,62,57,48,43,26,18
2014-04-03,2014,14,97,73,73,56,51,53,35,34,18
2014-04-04,2014,14,105,74,70,68,53,50,42,31,20
2014-04-05,2014,14,96,73,72,57,58,49,44,33,17
2014-04-06,2014,14,95,82,65,70,56,52,41,30,20
2014-04-07,2014,14,105,76,73,65,54,53,44,28,20
2014-04-08,2014,14,105,76,67,57,49,53,36,32,18
2014-04-09,2014,15,100,80,66,58,52,47,35,34,16
2014-04-10,2014,15,99,80,67,65,50,50,40,29,19
2014-04-11,2014,15,101,90,76,66,48,46,42,31,16
2014-04-12,2014,15,104,89,65,59,57,45,37,30,19
2014-04-13,2014,15,105,89,67,70,55,47,42,25,18
2014-04-14,2014,15,96,82,64,56,49,49,42,25,20
2014-04-15,2014,15,101,87,64,69,54,52,45,26,20
2014-04-16,2014,16,98,80,79,69,57,48,38,30,18
2014-04-17,2014,16,96,87,80,59,50,55,38,27,16
2014-04-18,2014,16,100,86,67,59,55,45,41,26,20
2014-04-19,2014,16,105,80,69,58,58,54,38,29,18
2014-04-20,2014,16,102,72,78,70,48,49,41,32,17
2014-04-21,2014,16,98,72,71,60,49,53,42,28,19
2014-04-22,2014,16,100,74,67,68,57,52,44,32,17
2014-04-23,2014,17,100,80,68,62,56,48,36,32,18
2014-04-24,2014,17,100,80,79,56,60,54,41,30,20
2014-04-25,2014,17,103,80,78,61,48,47,39,25,17
2014-04-26,2014,17,96,88,73,65,53,49,36,27,20
2014-04-27,2014,17,95,90,64,62,50,50,41,26,17
2014-04-28,2014,17,97,81,64,68,52,52,37,35,18
2014-04-29,2014,17,95,87,65,66,57,48,35,28,18
2014-04-30,2014,18,99,85,71,62,56,49,40,26,17
2014-05-01,2014,18,95,88,67,70,49,46,38,31,19
2014-05-02,2014,18,96,86,68,61,56,53,41,25,19
2014-05-03,2014,18,101,83,79,59,60,50,36,33,20
2014-05-04,2014,18,95,78,78,68,55,54,36,34,18
2014-05-05,2014,18,102,74,77,61,55,54,41,26,16
2014-05-06,2014,18,99,84,78,64,55,55,44,35,20
2014-05-07,2014,19,99,80,69,66,60,51,35,29,20
2014-05-08,2014,19,105,78,71,56,51,52,38,33,16
2014-05-09,2014,19,101,73,67,58,60,47,45,25,19
2014-05-10,2014,19,100,81,66,70,54,53,35,28,20
2014-05-11,2014,19,99,83,68,61,55,54,45,32,20
2014-05-12,2014,19,101,83,65,69,57,51,36,30,18
2014-05-13,2014,19,99,88,73,62,50,47,35,32,17
2014-05-14,2014,20,100,81,80,66,52,52,35,33,16
2014-05-15,2014,20,96,90,74,66,55,55,39,25,16
2014-05-16,2014,20,100,78,76,67,50,55,43,34,19
2014-05-17,2014,20,104,85,71,60,49,52,42,34,20
2014-05-18,2014,20,104,73,78,62,50,52,39,33,20
2014-05-19,2014,20,102,80,76,56,54,50,40,25,20
2014-05-20,2014,20,97,83,66,64,55,48,38,28,16
2014-05-21,2014,21,102,76,77,62,56,45,44,35,20
2014-05-22,2014,21,104,89,78,63,48,46,45,30,20
2014-05-23,2014,21,103,84,65,69,50,51,35,29,18
2014-05-24,2014,21,99,75,80,66,53,47,35,28,19
2014-05-25,2014,21,100,73,80,59,60,54,35,32,18
2014-05-26,2014,21,102,79,76,70,58,51,37,30,16
2014-05-27,2014,21,99,72,78,69,52,48,36,28,19
2014-05-28,2014,22,95,79,75,57,54,50,41,28,20
2014-05-29,2014,22,105,75,70,57,59,49,40,26,18
2014-05-30,2014,22,102,76,76,58,53,49,42,29,19
2014-05-31,2014,22,100,73,75,69,54,53,35,35,17
2014-06-01,2014,22,97,90,78,59,54,47,42,28,17
2014-06-02,2014,22,97,77,66,65,56,47,41,34,17
2014-06-03,2014,22,100,80,64,59,52,51,42,34,17
2014-06-04,2014,23,101,91,108,84,77,49,38,28,20
2014-06-05,2014,23,96,92,104,79,72,52,41,28,20
2014-06-06,2014,23,99,90,104,74,80,49,40,30,21
2014-06-07,2014,23,100,106,112,71,81,48,35,25,22
2014-06-08,2014,23,101,90,97,71,77,48,41,27,21
2014-06-09,2014,23,95,100,102,73,73,50,36,31,23
2014-06-10,2014,23,103,96,108,70,81,48,41,25,21
2014-06-11,2014,24,98,95,102,79,81,50,43,34,22
2014-06-12,2014,24,98,96,99,81,78,45,38,35,24
2014-06-13,2014,24,101,106,98,77,84,51,44,28,20
2014-06-14,2014,24,95,91,107,75,78,49,45,33,23
2014-06-15,2014,24,95,100,101,70,75,48,36,25,23
2014-06-16,2014,24,96,93,97,82,81,53,35,27,21
2014-06-17,2014,24,101,91,108,80,77,49,45,32,24
2014-06-18,2014,25,98,100,110,75,73,47,40,31,24
2014-06-19,2014,25,105,94,96,77,73,52,38,31,20
2014-06-20,2014,25,103,96,109,70,77,55,41,30,24
2014-06-21,2014,25,95,92,106,76,80,53,41,33,23
2014-06-22,2014,25,105,95,111,82,77,52,43,35,24
2014-06-23,2014,25,100,92,102,72,77,54,38,28,23
2014-06-24,2014,25,100,103,109,74,76,52,39,34,24
2014-06-25,2014,26,96,91,99,83,73,49,42,28,24
2014-06-26,2014,26,96,95,111,76,79,49,41,26,23
2014-06-27,2014,26,96,105,105,76,78,45,45,34,23
2014-06-28,2014,26,96,94,106,74,77,50,40,30,21
2014-06-29,2014,26,99,108,98,82,72,52,39,34,23
2014-06-30,2014,26,101,100,107,82,77,46,35,30,21
2014-07-01,2014,26,103,91,100,81,75,53,43,33,22
2014-07-02,2014,27,96,106,100,84,78,52,43,29,24
2014-07-03,2014,27,105,103,109,70,83,45,43,35,24
2014-07-04,2014,27,98,93,103,75,80,48,42,31,20
2014-07-05,2014,27,95,105,110,81,78,51,35,26,23
2014-07-06,2014,27,105,98,109,73,83,55,36,34,20
2014-07-07,2014,27,99,103,109,70,81,54,37,30,23
2014-07-08,2014,27,97,103,107,80,79,46,41,29,20
2014-07-09,2014,28,99,93,101,80,81,52,38,34,24
2014-07-10,2014,28,99,101,97,75,84,46,36,30,21
2014-07-11,2014,28,103,108,110,70,79,49,37,33,23
2014-07-12,2014,28,96,97,106,77,74,53,35,35,24
2014-07-13,2014,28,99,104,103,72,76,47,44,26,21
2014-07-14,2014,28,98,105,110,83,72,45,45,35,24
2014-07-15,2014,28,99,98,104,80,84,54,37,28,24
2014-07-16,2014,29,102,100,98,71,75,55,42,30,24
2014-07-17,2014,29,100,97,102,83,73,48,43,35,21
2014-07-18,2014,29,99,107,105,78,81,51,41,35,20
2014-07-19,2014,29,105,100,104,81,83,49,39,28,23
2014-07-20,2014,29,99,90,106,74,82,53,45,33,20
2014-07-21,2014,29,105,101,105,76,76,46,44,32,20
2014-07-22,2014,29,102,94,97,70,73,49,40,26,24
2014-07-23,2014,30,103,101,111,70,79,50,41,26,24
2014-07-24,2014,30,102,92,112,84,77,55,38,28,23
2014-07-25,2014,30,102,91,104,79,72,45,36,32,24
2014-07-26,2014,30,103,103,102,72,82,53,39,26,21
2014-07-27,2014,30,103,100,96,76,80,55,43,34,21
2014-07-28,2014,30,99,96,106,77,79,47,39,32,20
2014-07-29,2014,30,96,106,104,74,82,47,41,34,23
2014-07-30,2014,31,98,102,111,78,77,51,42,31,20
2014-07-31,2014,31,105,99,109,72,74,52,44,26,24
2014-08-01,2014,31,104,100,108,82,83,45,38,26,23
2014-08-02,2014,31,105,98,106,83,84,46,39,30,21
2014-08-03,2014,31,103,103,108,81,82,53,45,34,23
2014-08-04,2014,31,96,96,102,76,84,47,45,35,21
2014-08-05,2014,31,100,98,105,73,74,53,45,35,20
2014-08-06,2014,32,98,91,104,72,75,52,43,28,24
2014-08-07,2014,32,100,107,110,70,81,53,44,26,24
2014-08-08,2014,32,99,108,111,71,74,54,45,32,20
2014-08-09,2014,32,98,90,104,83,76,54,44,34,20
2014-08-10,2014,32,99,97,101,79,73,53,43,30,24
2014-08-11,2014,32,96,106,100,71,81,55,43,35,22
2014-08-12,2014,32,102,96,108,72,75,46,35,35,23
2014-08-13,2014,33,105,95,106,75,73,51,42,34,24
2014-08-14,2014,33,101,102,111,75,84,50,41,31,21
2014-08-15,2014,33,105,106,108,72,75,46,38,30,22
2014-08-16,2014,33,101,107,106,77,73,48,36,32,24
2014-08-17,2014,33,97,92,105,84,76,54,39,27,22
2014-08-18,2014,33,99,103,108,73,84,48,39,34,21
2014-08-19,2014,33,105,105,96,73,82,55,41,35,22
2014-08-20,2014,34,100,108,104,84,73,55,36,27,21
2014-08-21,2014,34,103,96,105,77,81,52,39,27,23
2014-08-22,2014,34,104,103,106,77,78,45,45,27,23
2014-08-23,2014,34,97,95,100,76,76,53,38,33,24
2014-08-24,2014,34,103,103,97,79,83,49,40,32,21
2014-08-25,2014,34,99,92,102,71,84,45,36,35,20
2014-08-26,2014,34,96,98,102,83,77,53,43,26,20
2014-08-27,2014,35,103,99,112,75,76,45,44,33,22
2014-08-28,2014,35,104,105,101,77,81,52,40,34,24
2014-08-29,2014,35,100,104,102,80,72,53,40,32,20
2014-08-30,2014,35,105,90,96,80,79,49,44,27,21
2014-08-31,2014,35,95,90,109,73,79,50,37,33,20
2014-09-01,2014,35,96,99,104,74,73,54,40,31,24
2014-09-02,2014,35,103,90,99,72,75,46,37,27,22
2014-09-03,2014,36,105,94,101,74,83,54,43,28,23
2014-09-04,2014,36,96,97,105,79,72,49,37,34,24
2014-09-05,2014,36,99,94,98,80,77,48,44,30,24
2014-09-06,2014,36,101,106,100,81,73,45,38,26,20
2014-09-07,2014,36,102,105,108,75,77,45,38,32,23
2014-09-08,2014,36,100,100,99,70,76,45,35,30,20
2014-09-09,2014,36,96,96,101,74,72,53,41,32,24
2014-09-10,2014,37,97,76,86,56,41,45,43,34,20
2014-09-11,2014,37,100,78,93,44,48,54,45,34,20
2014-09-12,2014,37,104,84,88,56,47,51,44,26,18
2014-09-13,2014,37,100,80,85,46,44,54,38,29,18
2014-09-14,2014,37,98,87,95,43,36,48,37,25,16
2014-09-15,2014,37,103,90,89,50,38,49,44,27,19
2014-09-16,2014,37,99,77,94,56,43,53,35,28,20
2014-09-17,2014,38,96,81,95,49,45,55,43,32,16
2014-09-18,2014,38,95,80,93,50,39,51,37,25,19
2014-09-19,2014,38,102,83,94,50,40,45,35,27,20
2014-09-20,2014,38,105,80,93,56,39,48,37,30,17
2014-09-21,2014,38,97,72,90,52,42,46,35,33,16
2014-09-22,2014,38,100,90,88,45,41,47,38,35,19
2014-09-23,2014,38,104,89,92,47,36,48,36,28,17
2014-09-24,2014,39,101,78,90,49,45,55,42,30,16
2014-09-25,2014,39,101,90,90,43,36,45,45,29,20
2014-09-26,2014,39,98,81,86,54,45,48,40,27,20
2014-09-27,2014,39,105,76,95,56,46,53,43,28,20
2014-09-28,2014,39,104,83,87,44,40,46,44,25,18
2014-09-29,2014,39,98,86,94,45,46,54,40,27,20
2014-09-30,2014,39,97,80,94,52,47,50,43,34,17
2014-10-01,2014,40,105,82,92,51,40,53,40,25,18
2014-10-02,2014,40,96,81,82,55,45,50,45,30,19
2014-10-03,2014,40,99,76,95,54,44,47,45,25,17
2014-10-04,2014,40,100,81,80,53,43,53,35,33,16
2014-10-05,2014,40,101,73,89,54,47,54,38,35,16
2014-10-06,2014,40,96,81,80,42,37,46,41,33,17
2014-10-07,2014,40,97,77,80,46,47,55,38,29,20
2014-10-08,2014,41,104,79,83,42,40,52,35,29,18
2014-10-09,2014,41,105,72,89,51,48,50,35,35,16
2014-10-10,2014,41,103,84,84,51,44,50,36,34,17
2014-10-11,2014,41,103,72,90,55,45,54,36,26,19
2014-10-12,2014,41,99,83,96,55,42,55,39,29,18
2014-10-13,2014,41,103,89,94,49,46,52,42,25,20
2014-10-14,2014,41,97,77,84,45,48,53,39,28,19
2014-10-15,2014,42,104,80,87,55,38,45,36,33,17
2014-10-16,2014,42,103,78,95,43,44,52,43,25,20
2014-10-17,2014,42,99,81,81,51,44,47,35,34,19
2014-10-18,2014,42,101,87,86,44,38,47,38,28,18
2014-10-19,2014,42,104,82,81,45,46,55,41,30,16
2014-10-20,2014,42,96,90,80,49,42,46,44,35,20
2014-10-21,2014,42,99,87,80,43,37,54,39,33,16
2014-10-22,2014,43,97,75,81,52,42,46,40,35,16
2014-10-23,2014,43,97,82,84,44,48,55,35,33,16
2014-10-24,2014,43,99,77,94,52,36,50,40,32,17
2014-10-25,2014,43,99,74,84,46,47,54,37,25,17
2014-10-26,2014,43,97,89,89,46,36,52,37,31,19
2014-10-27,2014,43,96,85,92,51,47,55,40,33,17
2014-10-28,2014,43,100,83,80,47,36,48,36,26,16
2014-10-29,2014,44,100,73,93,45,43,50,43,27,16
2014-10-30,2014,44,99,85,92,46,41,55,38,29,20
2014-10-31,2014,44,96,77,86,50,40,51,44,27,20
2014-11-01,2014,44,99,84,81,43,44,46,38,30,16
2014-11-02,2014,44,97,88,91,52,43,48,38,35,20
2014-11-03,2014,44,103,75,84,48,43,45,37,29,16
2014-11-04,2014,44,99,74,91,50,38,52,39,32,17
2014-11-05,2014,45,104,78,91,42,39,50,40,26,20
2014-11-06,2014,45,101,77,96,46,38,50,38,29,20
2014-11-07,2014,45,105,73,84,48,41,48,40,30,16
2014-11-08,2014,45,104,72,86,43,43,51,37,33,16
2014-11-09,2014,45,102,80,80,49,43,50,44,26,20
2014-11-10,2014,45,98,90,87,46,42,55,43,34,19
2014-11-11,2014,45,99,90,82,45,45,45,39,31,17
2014-11-12,2014,46,98,86,80,52,40,45,40,25,16
2014-11-13,2014,46,105,83,86,49,39,48,44,28,20
2014-11-14,2014,46,103,76,89,51,36,48,40,25,17
2014-11-15,2014,46,98,88,95,43,48,48,44,35,16
2014-11-16,2014,46,99,89,89,47,39,47,38,33,19
2014-11-17,2014,46,95,76,95,45,48,45,41,30,17
2014-11-18,2014,46,105,90,92,55,46,53,43,27,16
2014-11-19,2014,47,101,81,90,43,42,51,35,33,20
2014-11-20,2014,47,98,76,83,42,48,47,41,27,18
2014-11-21,2014,47,100,81,80,56,36,54,40,30,18
2014-11-22,2014,47,104,87,95,42,42,53,44,25,16
2014-11-23,2014,47,97,76,86,52,48,49,37,32,16
2014-11-24,2014,47,95,83,81,55,37,48,36,28,20
2014-11-25,2014,47,96,82,81,49,36,47,41,32,16
2014-11-26,2014,48,96,97,92,62,40,55,42,31,22
2014-11-27,2014,48,99,98,91,69,36,45,41,29,21
2014-11-28,2014,48,99,98,93,62,44,48,44,32,22
2014-11-29,2014,48,99,100,93,67,44,46,37,28,20
2014-11-30,2014,48,105,93,85,57,39,45,40,30,20
2014-12-01,2014,48,100,93,90,67,43,49,38,25,20
2014-12-02,2014,48,98,92,96,65,47,55,35,31,21
2014-12-03,2014,49,99,96,82,67,36,48,45,25,24
2014-12-04,2014,49,96,104,88,64,46,48,44,26,22
2014-12-05,2014,49,99,101,93,70,44,50,40,33,24
2014-12-06,2014,49,102,108,80,61,47,53,40,26,20
2014-12-07,2014,49,99,107,92,62,46,51,44,33,23
2014-12-08,2014,49,101,99,92,66,44,47,38,32,23
2014-12-09,2014,49,101,93,88,59,41,55,41,27,22
2014-12-10,2014,50,103,106,87,56,43,53,43,28,24
2014-12-11,2014,50,100,92,89,56,43,49,40,26,22
2014-12-12,2014,50,104,100,90,64,46,45,40,30,21
2014-12-13,2014,50,103,93,86,56,48,50,42,30,21
2014-12-14,2014,50,98,105,95,70,40,51,45,31,20
2014-12-15,2014,50,102,105,93,70,37,48,35,31,23
2014-12-16,2014,50,99,98,89,60,44,48,39,35,22
2014-12-17,2014,51,96,100,82,59,41,49,37,30,24
2014-12-18,2014,51,104,108,91,56,39,54,37,28,20
2014-12-19,2014,51,95,93,83,69,40,48,35,29,24
2014-12-20,2014,51,96,107,90,60,46,45,42,35,24
2014-12-21,2014,51,98,99,85,67,36,49,45,26,21
2014-12-22,2014,51,99,101,89,65,44,52,41,29,24
2014-12-23,2014,51,95,93,90,57,40,53,42,31,23
2014-12-24,2014,52,102,102,93,59,46,47,37,34,24
2014-12-25,2014,52,101,108,91,59,37,46,39,26,23
2014-12-26,2014,52,95,103,83,67,46,50,36,29,24
2014-12-27,2014,52,99,107,96,57,48,45,42,28,23
2014-12-28,2014,52,99,90,91,62,41,54,39,30,24
2014-12-29,2014,52,103,102,88,65,45,46,36,25,20
2014-12-30,2014,52,95,96,86,66,36,50,35,26,24
2014-12-31,2014,53,100,99,95,61,40,46,38,29,23
2015-01-01,2015,1,98,107,84,61,37,46,44,33,21
2015-01-02,2015,1,98,98,92,61,40,45,38,31,22
2015-01-03,2015,1,103,91,82,70,42,47,42,26,22
2015-01-04,2015,1,97,98,87,65,45,50,40,29,20
2015-01-05,2015,1,105,104,85,59,38,51,38,29,23
2015-01-06,2015,1,97,102,86,65,45,46,35,27,23
2015-01-07,2015,1,95,104,93,61,46,50,41,27,22
2015-01-08,2015,2,104,99,81,65,43,55,45,27,20
2015-01-09,2015,2,99,95,81,61,46,55,36,25,20
2015-01-10,2015,2,98,104,88,61,45,46,42,30,21
2015-01-11,2015,2,104,97,82,67,47,51,40,27,24
2015-01-12,2015,2,102,106,84,66,47,49,35,31,22
2015-01-13,2015,2,105,108,96,67,40,50,37,29,24
2015-01-14,2015,2,100,108,94,68,36,47,42,25,24
2015-01-15,2015,3,96,104,88,56,45,54,42,29,24
2015-01-16,2015,3,98,91,83,70,46,52,42,32,21
2015-01-17,2015,3,100,107,83,68,36,53,35,28,24
2015-01-18,2015,3,98,106,90,63,47,51,39,33,20
2015-01-19,2015,3,97,93,80,69,40,53,40,26,23
2015-01-20,2015,3,104,106,93,68,38,51,36,28,20
2015-01-21,2015,3,105,95,87,69,42,53,45,31,23
2015-01-22,2015,4,105,108,89,67,38,50,45,28,22
2015-01-23,2015,4,103,100,83,65,45,49,39,33,21
2015-01-24,2015,4,97,108,92,63,38,48,43,29,20
2015-01-25,2015,4,95,106,80,56,44,45,38,34,21
2015-01-26,2015,4,99,103,91,67,43,52,45,26,21
2015-01-27,2015,4,101,102,80,65,36,53,41,26,24
2015-01-28,2015,4,98,106,96,66,42,51,35,28,24
2015-01-29,2015,5,100,100,82,70,36,46,37,27,21
2015-01-30,2015,5,97,99,91,58,39,49,43,35,24
2015-01-31,2015,5,96,104,80,56,48,46,39,34,24
2015-02-01,2015,5,95,104,88,60,46,49,41,34,23
2015-02-02,2015,5,100,90,89,63,42,55,39,35,21
2015-02-03,2015,5,100,92,91,64,45,54,36,31,22
2015-02-04,2015,5,104,91,81,56,42,52,38,33,20
2015-02-05,2015,6,101,108,82,70,38,54,37,31,22
2015-02-06,2015,6,101,106,80,63,46,54,39,35,22
2015-02-07,2015,6,95,108,80,63,43,54,37,26,24
2015-02-08,2015,6,97,99,90,70,39,45,43,25,24
2015-02-09,2015,6,96,90,87,69,41,50,44,30,23
2015-02-10,2015,6,95,107,85,59,44,48,41,29,21
2015-02-11,2015,6,103,90,96,63,38,48,36,31,21
2015-02-12,2015,7,96,101,96,69,42,50,44,29,21
2015-02-13,2015,7,102,90,94,69,43,45,35,25,24
2015-02-14,2015,7,97,103,81,67,43,45,38,26,20
2015-02-15,2015,7,96,107,81,62,36,51,41,35,24
2015-02-16,2015,7,99,107,96,65,39,52,38,27,21
2015-02-17,2015,7,104,101,84,57,42,52,35,25,20
2015-02-18,2015,7,96,93,81,56,38,55,37,30,24
2015-02-19,2015,8,98,104,81,70,39,48,44,33,21
2015-02-20,2015,8,97,92,89,59,36,45,45,26,24
2015-02-21,2015,8,96,90,84,58,43,53,37,34,20
2015-02-22,2015,8,100,102,81,63,43,52,44,28,23
2015-02-23,2015,8,104,104,93,68,39,50,36,29,22
2015-02-24,2015,8,95,106,88,67,38,46,39,32,22
2015-02-25,2015,8,99,100,93,60,40,46,38,32,23
2015-02-26,2015,9,96,104,89,63,48,54,36,25,24
2015-02-27,2015,9,103,94,82,63,47,48,44,33,23
2015-02-28,2015,9,101,108,80,65,37,46,39,28,20
2015-03-01,2015,9,97,98,96,63,37,53,36,27,23
2015-03-02,2015,9,97,107,83,69,42,48,36,32,23
2015-03-03,2015,9,101,95,94,59,46,53,39,29,22
2015-03-04,2015,9,104,107,80,68,44,46,35,32,22
2015-03-05,2015,10,96,82,72,58,52,47,44,25,16
2015-03-06,2015,10,105,78,76,69,59,46,36,34,16
2015-03-07,2015,10,101,88,74,64,56,45,39,34,17
2015-03-08,2015,10,97,73,69,68,48,46,42,35,19
2015-03-09,2015,10,96,83,79,62,57,55,45,32,20
2015-03-10,2015,10,100,84,73,60,56,46,44,28,18
2015-03-11,2015,10,95,73,73,61,54,45,45,33,19
2015-03-12,2015,11,97,75,75,68,50,53,42,32,19
2015-03-13,2015,11,103,75,80,68,50,49,37,32,17
2015-03-14,2015,11,96,86,70,68,60,55,44,32,19
2015-03-15,2015,11,99,86,70,70,51,50,39,35,17
2015-03-16,2015,11,103,82,65,65,59,49,41,35,19
2015-03-17,2015,11,100,73,77,57,60,55,35,35,16
2015-03-18,2015,11,104,79,74,69,49,55,37,27,16
2015-03-19,2015,12,104,75,75,57,55,55,45,30,16
2015-03-20,2015,12,100,86,67,64,48,49,39,31,16
2015-03-21,2015,12,99,73,75,64,54,51,37,32,17
2015-03-22,2015,12,99,86,80,63,50,53,39,34,20
2015-03-23,2015,12,104,90,66,67,55,50,44,30,16
2015-03-24,2015,12,96,80,77,60,51,47,37,25,19
2015-03-25,2015,12,98,89,68,57,48,50,40,25,18
2015-03-26,2015,13,99,77,65,66,49,53,40,31,17
2015-03-27,2015,13,96,83,75,58,52,55,45,33,19
2015-03-28,2015,13,101,87,74,68,52,47,40,26,16
2015-03-29,2015,13,96,74,65,61,56,50,44,30,16
2015-03-30,2015,13,95,73,80,63,56,51,41,33,17
2015-03-31,2015,13,105,79,71,62,54,45,35,25,20
2015-04-01,2015,13,101,73,80,59,56,53,39,31,20
2015-04-02,2015,14,98,80,73,60,50,46,40,32,17
2015-04-03,2015,14,104,84,68,61,55,49,36,31,16
2015-04-04,2015,14,95,75,66,64,48,49,37,30,20
2015-04-05,2015,14,95,88,76,65,57,47,35,33,19
2015-04-06,2015,14,101,74,72,57,55,49,37,27,17
2015-04-07,2015,14,98,76,74,69,50,48,38,31,17
2015-04-08,2015,14,95,74,76,59,50,48,45,29,18
2015-04-09,2015,15,95,83,71,56,55,54,36,31,17
2015-04-10,2015,15,95,80,68,64,58,51,45,30,17
2015-04-11,2015,15,104,79,68,67,50,46,36,34,19
2015-04-12,2015,15,104,81,75,58,49,47,36,27,20
2015-04-13,2015,15,100,82,75,57,55,49,36,26,19
2015-04-14,2015,15,103,76,74,57,57,49,43,30,19
2015-04-15,2015,15,97,84,71,68,55,49,36,28,16
